REPORT_RECEIVED_DATE,IYEAR,REPORT_TYPE,OPERATOR_ID,NAME,OPERATOR_CITY_NAME,OPERATOR_STATE_ABBREVIATION,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE,INTENTIONAL_RELEASE,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,SHUTDOWN_DATETIME,RESTART_DATETIME,IGNITE_IND,UPSTREAM_ACTION_TAKEN,ON_OFF_SHORE,LOCATION_TYPE,INCIDENT_AREA_TYPE,INCIDENT_AREA_SUBTYPE,DEPTH_OF_COVER,CROSSING,SYSTEM_PART_INVOLVED,ITEM_INVOLVED,PIPE_DIAMETER,PIPE_MANUFACTURER,COATING,COATING_APPLIED_IND,INSTALLATION_YEAR,MANUFACTURED_YEAR,MATERIAL_INVOLVED,RELEASE_TYPE,PUNCTURE_AXIAL,PUNCTURE_CIRCUM,LEAK_TYPE,CLASS_LOCATION_TYPE,COULD_BE_HCA,PIR_RADIUS,HEAT_DAMAGE_IND,EST_COST_OPER_PAID,EST_COST_UNINTENTIONAL_RELEASE,EST_COST_INTENTIONAL_RELEASE,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,GAS_COST_IN_MCF,PRPTY,NUM_PERSONS_HOSP_NOT_OVNGHT,NUM_INJURED_TREATED_BY_EMT,NUM_RESIDENT_BUILDING_AFFCTD,NUM_BUSINESS_BUILDING_AFFCTD,WILDLIFE_IMPACT_IND,ACCIDENT_PSIG,GAS_FLOW_IN_PIPE_IN_MCF,MOP_PSIG,ACCIDENT_PRESSURE,PIPELINE_FUNCTION,ACCIDENT_IDENTIFIER,INVESTIGATION_STATUS,CAUSE,CAUSE_DETAILS,INCIDENT
9/26/2016,2016,ORIGINAL FINAL,15007,PACIFIC GAS & ELECTRIC CO,SAN RAMON,CA,NATURAL GAS,232,0,NO,0,NO,0,YES,8/27/2016 19:00,8/31/2016 11:00,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,22,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",OTHER,,,0,,UNKNOWN,,CARBON STEEL,MECHANICAL PUNCTURE,1,0.3,,CLASS 3 LOCATION,NO,144,NO,0,1000,0,450000,0,,451000,,,,,,227,,242,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM THIRD PARTY THAT CAUSED THE INCIDENT,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,1
9/23/2016,2016,SUPPLEMENTAL FINAL,13750,NORTHERN NATURAL GAS CO,OMAHA,NE,NATURAL GAS,60,1,NO,0,NO,0,YES,8/25/2016 15:43,9/17/2016 12:00,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,30,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,26,YOUNGSTOWN,NONE,,1963,1958,CARBON STEEL,RUPTURE,,,,CLASS 1 LOCATION,NO,409,NO,2000,168000,2520,50000,20000,,242520,,,,,,476,,520,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,EXTERNAL CORROSION,1
9/23/2016,2016,SUPPLEMENTAL FINAL,2616,"COLUMBIA GAS TRANSMISSION, LLC",HOUSTON,TX,NATURAL GAS,19234,0,NO,0,NO,0,YES,8/25/2016 5:30,8/25/2016 9:20,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,COMPRESSOR,,,0,,1967,,CARBON STEEL,LEAK,,,OTHER,CLASS 1 LOCATION,NO,150,NO,0,49816,0,0,0,,49816,,,,,,933,,960,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)","YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",EQUIPMENT FAILURE,COMPRESSOR OR COMPRESSOR-RELATED EQUIPMENT,1
9/16/2016,2016,SUPPLEMENTAL FINAL,31728,"GULF SOUTH PIPELINE COMPANY, LP",HOUSTON,TX,NATURAL GAS,53804,0,NO,0,NO,0,YES,8/22/2016 1:13,8/22/2016 7:17,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,2008,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,159,NO,0,146386,0,1500,960,,148846,,,,,,1100,,1480,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,1
9/14/2016,2016,ORIGINAL FINAL,31286,"ONEOK GAS TRANSPORTATION, LLC",TULSA,OK,NATURAL GAS,10611,567.8,NO,0,YES,1,YES,8/17/2016 10:23,8/18/2016 18:30,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,OTHER,,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,12,UNKNOWN,COAL TAR,,1949,1948,CARBON STEEL,RUPTURE,,,,CLASS 1 LOCATION,NO,234,NO,2000,27952,0,26611,500,,57063,,,,,,700,,800,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",1
9/8/2016,2016,ORIGINAL FINAL,31618,ENTERPRISE PRODUCTS OPERATING LLC,HOUSTON,TX,NATURAL GAS,14000,0,NO,0,NO,0,YES,8/11/2016 3:00,8/11/2016 7:00,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,2012,,CARBON STEEL,LEAK,,,SEAL OR PACKING,CLASS 1 LOCATION,NO,457,NO,0,35840,0,500,0,,36340,,,,,,918,,1100,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,CONTROLLER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",INCORRECT OPERATION,OTHER INCORRECT OPERATION ,1
9/9/2016,2016,SUPPLEMENTAL FINAL,2748,CONSUMERS ENERGY CO,JACKSON,MI,NATURAL GAS,18000,826,NO,0,NO,0,YES,8/11/2016 0:33,8/11/2016 16:00,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,1995,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,702,NO,0,51840,2378,0,2000,,56218,,,,,,1418,,1800,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION IN STORAGE FIELD,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",INCORRECT OPERATION,OTHER INCORRECT OPERATION ,1
8/25/2016,2016,SUPPLEMENTAL FINAL,31728,"GULF SOUTH PIPELINE COMPANY, LP",HOUSTON,TX,NATURAL GAS,15307,0,NO,0,NO,0,YES,8/9/2016 20:57,8/9/2016 21:45,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,1954,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,87,NO,0,41646,0,0,1160,,42806,,,,,,787,,1000,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
9/7/2016,2016,SUPPLEMENTAL FINAL,4280,EL PASO NATURAL GAS CO,HOUSTON,TX,NATURAL GAS,14807.5,0,NO,0,NO,0,YES,8/4/2016 8:09,8/4/2016 9:38,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,1993,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,589,NO,0,43650,0,0,0,,43650,,,,,,660,,809,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,COMPRESSOR OR COMPRESSOR-RELATED EQUIPMENT,1
9/7/2016,2016,SUPPLEMENTAL FINAL,4280,EL PASO NATURAL GAS CO,HOUSTON,TX,NATURAL GAS,23540,0,NO,0,NO,0,YES,8/3/2016 22:15,8/4/2016 12:42,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,1993,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,589,NO,0,69391,0,11200,0,,80591,,,,,,645,,809,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,COMPRESSOR OR COMPRESSOR-RELATED EQUIPMENT,1
11/9/2016,2016,ORIGINAL FINAL,15518,PIEDMONT NATURAL GAS CO INC,CHARLOTTE,NC,NATURAL GAS,1272.88,4932.42,NO,0,NO,0,NO,,,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,30,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,3,BETHLEHEM STEEL CORP,COAL TAR,,1959,UNKNOWN,CARBON STEEL,MECHANICAL PUNCTURE,4,1.5,,CLASS 3 LOCATION,YES,115,NO,0,2864,11098,10909,76078,,100949,,,,,,470,,718,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,NOTIFICATION FROM THIRD PARTY THAT CAUSED THE INCIDENT,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,1
8/29/2016,2016,SUPPLEMENTAL FINAL,19160,TENNESSEE GAS PIPELINE COMPANY,HOUSTON,TX,NATURAL GAS,48266,0,NO,0,NO,0,YES,8/1/2016 14:30,8/3/2016 13:00,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,1951,,CARBON STEEL,OTHER,,,,CLASS 2 LOCATION,NO,794,NO,0,108600,0,30000,150,,138750,,,,,,694,,750,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,OTHER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",NATURAL FORCE DAMAGE,LIGHTNING,1
1/18/2018,2016,SUPPLEMENTAL FINAL,22655,"WBI ENERGY TRANSMISSION, INC.",BISMARCK,ND,NATURAL GAS,3880,0,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,COMPRESSOR,,,0,,2008,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,243,NO,0,9972,0,0,1620,,11592,,,,,,700,,700,"PRESSURE EXCEEDED MAOP, BUT DID NOT EXCEED THE APPLICABLE ALLOWANCE IN 192.201",TRANSMISSION SYSTEM,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,COMPRESSOR OR COMPRESSOR-RELATED EQUIPMENT,1
8/19/2016,2016,ORIGINAL,31088,"DESTIN PIPELINE COMPANY, LLC",HOUSTON,TX,,0,0,NO,0,NO,0,YES,7/20/2016 9:12,7/25/2016 14:00,YES,,OFFSHORE,,,,,,"OFFSHORE PLATFORM, INCLUDING PLATFORM-MOUNTED EQUIPMENT AND PIPING",FILTER/STRAINER/SEPARATOR,,,0,,1998,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,1039,NO,0,0,0,2500,0,,2500,,,,,,28,,150,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
8/16/2016,2016,SUPPLEMENTAL FINAL,4900,KINDER MORGAN TEJAS PIPELINE,HOUSTON,TX,NATURAL GAS,142450,0,NO,0,NO,0,YES,7/18/2016 9:20,7/31/2016 10:00,YES,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",OTHER,,,0,,1964,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,752,NO,0,380000,0,13461000,1000,,13842000,,,,,,808,,915,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",OTHER OUTSIDE FORCE DAMAGE,"NEARBY INDUSTRIAL, MAN-MADE, OR OTHER FIRE/EXPLOSION AS PRIMARY CAUSE OF INCIDENT",1
8/17/2016,2016,SUPPLEMENTAL FINAL,32099,ENERGY TRANSFER COMPANY,HOUSTON,TX,NATURAL GAS,30000,0,NO,0,NO,0,YES,7/18/2016 13:00,8/16/2016 11:00,YES,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",SCRAPER/PIG TRAP,,,0,,1958,,CARBON STEEL,RUPTURE,,,,CLASS 1 LOCATION,NO,662,NO,0,46500,0,2300000,6000,,2352500,,,,,,850,,915,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",OTHER INCIDENT CAUSE,MISCELLANEOUS,1
8/16/2016,2016,ORIGINAL FINAL,15007,PACIFIC GAS & ELECTRIC CO,SAN RAMON,CA,NATURAL GAS,12398,0,NO,0,NO,0,YES,7/16/2016 8:22,7/18/2016 21:30,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,48,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,10.75,UNKNOWN,ASPHALT,,1937,UNKNOWN,CARBON STEEL,RUPTURE,,,,CLASS 1 LOCATION,NO,209,NO,0,33000,0,188587,0,,221587,,,,,,650,,796,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM EMERGENCY RESPONDER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,1
7/28/2016,2016,SUPPLEMENTAL FINAL,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",HOUSTON,TX,NATURAL GAS,200,3100,NO,0,NO,0,YES,7/15/2016 17:15,,NO,,OFFSHORE,,,,,,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",PIPE,16,US STEEL,SEMASTIC WITH CONCRETE,,1976,1976,CARBON STEEL,LEAK,,,PINHOLE,CLASS 1 LOCATION,NO,419,NO,0,600,9300,500000,0,,509900,,,,,,680,,1440,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,INTERNAL CORROSION,1
8/9/2016,2016,SUPPLEMENTAL FINAL,19270,"TEXAS GAS TRANSMISSION, LLC",HOUSTON,TX,NATURAL GAS,23728,0,NO,0,NO,0,YES,7/13/2016 1:59,8/3/2016 9:00,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,OTHER,1,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,20,YOUNGSTOWN,COAL TAR,,1947,1947,CARBON STEEL,RUPTURE,,,,CLASS 1 LOCATION,NO,393,NO,7500,70602,0,404133,1000,,483235,,,,,,791,,810,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,EXTERNAL CORROSION,1
7/26/2016,2016,SUPPLEMENTAL FINAL,13750,NORTHERN NATURAL GAS CO,OMAHA,NE,NATURAL GAS,9737,0,NO,0,NO,0,YES,7/1/2016 9:28,7/1/2016 10:28,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,2014,2014,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,436,NO,0,31645,0,0,1000,3.25,32645,0,0,0,0,NO,721,100,1000,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",INCORRECT OPERATION,OTHER INCORRECT OPERATION ,1
7/29/2016,2016,SUPPLEMENTAL FINAL,405,ANR PIPELINE CO,HOUSTON,TX,NATURAL GAS,100,24000,NO,0,NO,0,YES,6/30/2016 15:10,8/31/2016 13:30,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,42,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES","WELD/FUSION, INCLUDING HEAT-AFFECTED ZONE",36,ITALSIDER,COAL TAR,,1973,1972,CARBON STEEL,LEAK,,,CRACK,CLASS 1 LOCATION,NO,788,NO,2500,290,58000,350000,0,,410790,,,,,,756,,858,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM PUBLIC,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",MATERIAL FAILURE OF PIPE OR WELD,"DESIGN-, CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",1
7/6/2016,2016,ORIGINAL FINAL,31451,KINDER MORGAN TEXAS PIPELINE CO,HOUSTON,TX,NATURAL GAS,6107,0,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,"ESD SYSTEM, BUT EXCLUDING PRODUCT DRAIN LINES AND TUBING",,,0,,2014,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,687,NO,0,12214,0,0,0,,12214,,,,,,795,,1100,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM EMERGENCY RESPONDER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
7/7/2016,2016,SUPPLEMENTAL FINAL,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",OWENSBORO,KY,NATURAL GAS,1005,207,NO,0,NO,0,YES,6/14/2016 7:30,6/16/2016 14:36,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,IN OR SPANNING AN OPEN DITCH,,YES,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,6,INTERLAKE STEEL,COAL TAR,,1969,UNKNOWN,CARBON STEEL,MECHANICAL PUNCTURE,1,0.1,,CLASS 1 LOCATION,NO,102,NO,10000,2171,447,195000,10000,,217618,,,,,,350,,500,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM PUBLIC,"YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,1
7/5/2016,2016,SUPPLEMENTAL FINAL,31728,"GULF SOUTH PIPELINE COMPANY, LP",HOUSTON,TX,NATURAL GAS,714,338,NO,0,NO,0,YES,6/9/2016 22:49,6/11/2016 7:25,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,1,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,16,UNKNOWN,ASPHALT,,1924,UNKNOWN,CARBON STEEL,LEAK,,,PINHOLE,CLASS 1 LOCATION,NO,192,NO,0,1426,675,154951,0,,157052,,,,,,160,,302,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM PUBLIC,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,EXTERNAL CORROSION,1
